molecule_chembl_id,molecule_type,pref_name,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,BUN,ug.mL-1,150.0,CHEMBL376,Rattus norvegicus,BLOOD UREA NITROGEN,mg/dL,15.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CO2,nM,27330000.0,CHEMBL376,Rattus norvegicus,CARBON DIOXIDE,MMOL/L,27.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CHLORIDE,mEq.L-1,99.0,CHEMBL376,Rattus norvegicus,CHLORIDE,MEQ/L,99.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CHOL,ug.mL-1,933.3,CHEMBL376,Rattus norvegicus,CHOLESTEROL,mg/dL,93.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CK,U.L-1,220.67,CHEMBL376,Rattus norvegicus,CREATINE PHOSPHOKINASE,u/L,220.67
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CREAT,ug.mL-1,1.4,CHEMBL376,Rattus norvegicus,CREATININE,mg/dL,0.14
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,GLUC,ug.mL-1,1563.3,CHEMBL376,Rattus norvegicus,GLUCOSE,mg/dL,156.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,LDH,U.L-1,188.0,CHEMBL376,Rattus norvegicus,LACTATE DEHYDROGENASE,u/L,188.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,LIPASE,U.L-1,8.67,CHEMBL376,Rattus norvegicus,LIPASE,u/L,8.67
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,PHOS,ug.mL-1,120.3,CHEMBL376,Rattus norvegicus,PHOSPHORUS,mg/dL,12.03
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,POTASSIUM,mEq.L-1,6.35,CHEMBL376,Rattus norvegicus,POTASSIUM,MEQ/L,6.35
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,SODIUM,mEq.L-1,142.57,CHEMBL376,Rattus norvegicus,SODIUM,MEQ/L,142.57
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,BILI,ug.mL-1,1.7,CHEMBL376,Rattus norvegicus,TOTAL BILIRUBIN,mg/dL,0.17
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,PROT,ug.mL-1,61000.0,CHEMBL376,Rattus norvegicus,TOTAL PROTEIN,G/DL,6.1
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,URATE,ug.mL-1,18.7,CHEMBL376,Rattus norvegicus,URIC ACID,mg/dL,1.87
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,BASO,cells.uL-1,0.0,CHEMBL376,Rattus norvegicus,ABSOLUTE BASOPHIL,CELLS/uL,0.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,EOS,cells.uL-1,104.67,CHEMBL376,Rattus norvegicus,ABSOLUTE EOSINOPHIL,CELLS/uL,104.67
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,LYM,cells.uL-1,15984.33,CHEMBL376,Rattus norvegicus,ABSOLUTE LYMPHOCYTE,CELLS/uL,15984.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MONO,cells.uL-1,63.0,CHEMBL376,Rattus norvegicus,ABSOLUTE MONOCYTE,CELLS/uL,63.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,NEUTSG,cells.uL-1,914.67,CHEMBL376,Rattus norvegicus,ABSOLUTE SEGMENTED NEUTROPHIL,CELLS/uL,914.67
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,BASOLE,%,0.0,CHEMBL376,Rattus norvegicus,BASOPHIL,%,0.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,EOSLE,%,0.67,CHEMBL376,Rattus norvegicus,EOSINOPHIL,%,0.67
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,RBC,cells.uL-1,6230000.0,CHEMBL376,Rattus norvegicus,ERYTHROCYTE COUNT,x10E6/uL,6.23
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,HCT,%,37.9,CHEMBL376,Rattus norvegicus,HEMATOCRIT,%,37.9
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,HGB,ug.mL-1,151700.0,CHEMBL376,Rattus norvegicus,HEMOGLOBIN,G/DL,15.17
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,WBC,cells.uL-1,17070.0,CHEMBL376,Rattus norvegicus,LEUKOCYTE COUNT,x10E3/uL,17.07
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,LYMLE,%,93.67,CHEMBL376,Rattus norvegicus,LYMPHOCYTE,%,93.67
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MCH,pg,24.37,CHEMBL376,Rattus norvegicus,MEAN CORPUSCULAR HEMOGLOBIN,PG,24.37
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MCHC,ug.mL-1,400000.0,CHEMBL376,Rattus norvegicus,MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION,G/DL,40.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MCV,fL,60.9,CHEMBL376,Rattus norvegicus,MEAN CORPUSCULAR VOLUME,FL,60.9
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MONOLE,%,0.33,CHEMBL376,Rattus norvegicus,MONOCYTE,%,0.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,NEUTLE,%,5.33,CHEMBL376,Rattus norvegicus,NEUTROPHIL,%,5.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,RBCNUC,/100WBC,0.0,CHEMBL376,Rattus norvegicus,NUCLEATED RED BLOOD CELLS,/100WBC,0.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,PLAT,cells.uL-1,1434330.0,CHEMBL376,Rattus norvegicus,PLATELET COUNT,x10E3/uL,1434.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,ALT,U.L-1,41.33,CHEMBL376,Rattus norvegicus,ALANINE AMINOTRANSFERASE,u/L,41.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,ALB,ug.mL-1,40300.0,CHEMBL376,Rattus norvegicus,ALBUMIN,G/DL,4.03
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,ALP,U.L-1,309.33,CHEMBL376,Rattus norvegicus,ALKALINE PHOSPHATASE,u/L,309.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,AST,U.L-1,56.67,CHEMBL376,Rattus norvegicus,ASPARTATE AMINOTRANSFERASE,u/L,56.67
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,BUN,ug.mL-1,183.3,CHEMBL376,Rattus norvegicus,BLOOD UREA NITROGEN,mg/dL,18.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CO2,nM,26330000.0,CHEMBL376,Rattus norvegicus,CARBON DIOXIDE,MMOL/L,26.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CHLORIDE,mEq.L-1,103.33,CHEMBL376,Rattus norvegicus,CHLORIDE,MEQ/L,103.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CHOL,ug.mL-1,923.3,CHEMBL376,Rattus norvegicus,CHOLESTEROL,mg/dL,92.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CK,U.L-1,136.33,CHEMBL376,Rattus norvegicus,CREATINE PHOSPHOKINASE,u/L,136.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CREAT,ug.mL-1,2.0,CHEMBL376,Rattus norvegicus,CREATININE,mg/dL,0.2
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,GLUC,ug.mL-1,2073.3,CHEMBL376,Rattus norvegicus,GLUCOSE,mg/dL,207.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,LDH,U.L-1,71.67,CHEMBL376,Rattus norvegicus,LACTATE DEHYDROGENASE,u/L,71.67
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,LIPASE,U.L-1,9.0,CHEMBL376,Rattus norvegicus,LIPASE,u/L,9.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,PHOS,ug.mL-1,127.7,CHEMBL376,Rattus norvegicus,PHOSPHORUS,mg/dL,12.77
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,POTASSIUM,mEq.L-1,5.78,CHEMBL376,Rattus norvegicus,POTASSIUM,MEQ/L,5.78
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,SODIUM,mEq.L-1,147.07,CHEMBL376,Rattus norvegicus,SODIUM,MEQ/L,147.07
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,BILI,ug.mL-1,1.7,CHEMBL376,Rattus norvegicus,TOTAL BILIRUBIN,mg/dL,0.17
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,PROT,ug.mL-1,60700.0,CHEMBL376,Rattus norvegicus,TOTAL PROTEIN,G/DL,6.07
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,URATE,ug.mL-1,18.0,CHEMBL376,Rattus norvegicus,URIC ACID,mg/dL,1.8
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,BASO,cells.uL-1,0.0,CHEMBL376,Rattus norvegicus,ABSOLUTE BASOPHIL,CELLS/uL,0.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,EOS,cells.uL-1,128.0,CHEMBL376,Rattus norvegicus,ABSOLUTE EOSINOPHIL,CELLS/uL,128.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,LYM,cells.uL-1,13422.0,CHEMBL376,Rattus norvegicus,ABSOLUTE LYMPHOCYTE,CELLS/uL,13422.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MONO,cells.uL-1,64.0,CHEMBL376,Rattus norvegicus,ABSOLUTE MONOCYTE,CELLS/uL,64.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,NEUTSG,cells.uL-1,1386.0,CHEMBL376,Rattus norvegicus,ABSOLUTE SEGMENTED NEUTROPHIL,CELLS/uL,1386.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,BASOLE,%,0.0,CHEMBL376,Rattus norvegicus,BASOPHIL,%,0.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,EOSLE,%,0.67,CHEMBL376,Rattus norvegicus,EOSINOPHIL,%,0.67
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,RBC,cells.uL-1,5880000.0,CHEMBL376,Rattus norvegicus,ERYTHROCYTE COUNT,x10E6/uL,5.88
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,HCT,%,34.97,CHEMBL376,Rattus norvegicus,HEMATOCRIT,%,34.97
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,HGB,ug.mL-1,139700.0,CHEMBL376,Rattus norvegicus,HEMOGLOBIN,G/DL,13.97
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,WBC,cells.uL-1,15000.0,CHEMBL376,Rattus norvegicus,LEUKOCYTE COUNT,x10E3/uL,15.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,LYMLE,%,90.67,CHEMBL376,Rattus norvegicus,LYMPHOCYTE,%,90.67
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MCH,pg,23.73,CHEMBL376,Rattus norvegicus,MEAN CORPUSCULAR HEMOGLOBIN,PG,23.73
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MCHC,ug.mL-1,399700.0,CHEMBL376,Rattus norvegicus,MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION,G/DL,39.97
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MCV,fL,59.4,CHEMBL376,Rattus norvegicus,MEAN CORPUSCULAR VOLUME,FL,59.4
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MONOLE,%,0.33,CHEMBL376,Rattus norvegicus,MONOCYTE,%,0.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,NEUTLE,%,8.33,CHEMBL376,Rattus norvegicus,NEUTROPHIL,%,8.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,RBCNUC,/100WBC,0.0,CHEMBL376,Rattus norvegicus,NUCLEATED RED BLOOD CELLS,/100WBC,0.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,PLAT,cells.uL-1,1427670.0,CHEMBL376,Rattus norvegicus,PLATELET COUNT,x10E3/uL,1427.67
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Tissue Severity Score,,,CHEMBL376,Rattus norvegicus,Tissue Severity Score,,
